# runtime_symbol	result_kind	provider_source	provider_return
js_http_once	NR_GCPTR	crates/perry-ext-http/src/lib.rs	Handle
js_http_request_overload	NR_GCPTR	crates/perry-ext-http/src/lib.rs	Handle
js_http_set_header	NR_GCPTR	crates/perry-ext-http/src/lib.rs	Handle
js_http_set_timeout_full	NR_GCPTR	crates/perry-ext-http/src/client_outgoing.rs	Handle
js_https_agent_new	NR_GCPTR	crates/perry-ext-http/src/agent.rs	Handle
js_https_get_overload	NR_GCPTR	crates/perry-ext-http/src/lib.rs	Handle
js_https_request_overload	NR_GCPTR	crates/perry-ext-http/src/lib.rs	Handle
js_ioredis_decr	NR_GCPTR	crates/perry-ext-ioredis/src/lib.rs	*mut Promise
js_ioredis_del	NR_GCPTR	crates/perry-ext-ioredis/src/lib.rs	*mut Promise
js_ioredis_exists	NR_GCPTR	crates/perry-ext-ioredis/src/lib.rs	*mut Promise
js_ioredis_expire	NR_GCPTR	crates/perry-ext-ioredis/src/lib.rs	*mut Promise
js_ioredis_get	NR_GCPTR	crates/perry-ext-ioredis/src/lib.rs	*mut Promise
js_ioredis_incr	NR_GCPTR	crates/perry-ext-ioredis/src/lib.rs	*mut Promise
js_ioredis_new	NR_GCPTR	crates/perry-ext-ioredis/src/lib.rs	Handle
js_ioredis_quit	NR_GCPTR	crates/perry-ext-ioredis/src/lib.rs	*mut Promise
js_ioredis_set	NR_GCPTR	crates/perry-ext-ioredis/src/lib.rs	*mut Promise
js_lodash_chunk	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
js_lodash_compact	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
js_lodash_drop	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
js_lodash_flatten	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
js_lodash_range	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
js_lodash_reverse	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
js_lodash_tail	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
js_lodash_take	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
js_lodash_times	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
js_lodash_uniq	NR_GCPTR	crates/perry-stdlib/src/lodash.rs	*mut ArrayHeader
